variable,description,outcome_score,outcome_type,matching_keywords,is_binary,positive_rate,missing_pct,unique_count,quality_score,combined_score,eligible_for_label
var201730,Amount of Minimum Closing Balance [Last 1 Month],0.0,none,,False,,0.6694405636882707,12764,0.7,0.0,False
var201731,Amount of Minimum Closing Balance [Between 30-60 Days],0.0,none,,False,,0.5287614651035656,19921,0.7,0.0,False
var201732,Amount of Minimum Closing Balance [Between 60-90 Days],0.0,none,,False,,0.5066107837777643,20839,0.7,0.0,False
var201733,Ratio of 5th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.857235416793213,2815,0.3,0.0,False
var201734,Ratio of 5th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201735,Ratio of 5th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201736,Ratio of 6th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.855190427018162,2848,0.3,0.0,False
var201737,Ratio of 6th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201738,Ratio of 6th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201739,Ratio of 25th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.8520318289497661,2917,0.3,0.0,False
var201740,Ratio of 25th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201741,Ratio of 25th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201742,Ratio of 26th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.8520318289497661,2917,0.3,0.0,False
var201743,Ratio of 26th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201744,Ratio of 26th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201745,Ratio of 15th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.8519305918321893,2915,0.3,0.0,False
var201746,Ratio of 15th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201747,Ratio of 15th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201748,Ratio of 1st Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.8551296847476159,2952,0.3,0.0,False
var201749,Ratio of 1st Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201750,Ratio of 1st Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201751,Ratio of 30th Day Balance / Maximum Credit Amount [Last 1 Month],0.0,none,,False,,0.8520318289497661,2917,0.3,0.0,False
var201752,Ratio of 30th Day Balance / Maximum Credit Amount In [Between 30-60 Days],0.0,none,,False,,0.799773228856628,4164,0.7,0.0,False
var201753,Ratio of 30th Day Balance / Maximum Credit Amount In [Between 60-90 Days],0.0,none,,False,,0.8010083216910648,4207,0.3,0.0,False
var201754,Ratio of No. of  Days Where Balance Is Less Than 0 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,92,1.0,0.0,False
var201755,Ratio of No. of Days Where Balance Is Less Than 500 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,119,1.0,0.0,False
var201756,Ratio of No. of Days Where Balance Is Less Than 1000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,119,1.0,0.0,False
var201757,Ratio of No. of Days Where Balance Is Less Than 2500 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201758,Ratio of No. of Days Where Balance Is Less Than 5000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201759,Ratio of No. of Days Where Balance Is Less Than 10000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201760,Ratio of No. of Days Where Balance Is Less Than 15000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201761,Ratio of No. of Days Where Balance Is Less Than 25000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201762,Ratio of No. of Days Where Balance Is Less Than 50000 / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,120,1.0,0.0,False
var201763,Ratio of No. of Days Where Balance Is Greater Than 10% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,111,1.0,0.0,False
var201764,Ratio of No. of Days Where Balance Is Greater Than 15% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,111,1.0,0.0,False
var201765,Ratio of No. of Days Where Balance Is Greater Than 20% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,111,1.0,0.0,False
var201766,Ratio of No. of Days Where Balance Is Greater Than 25% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,111,1.0,0.0,False
var201767,Ratio of No. of Days Where Balance Is Greater Than 30% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201768,Ratio of No. of Days Where Balance Is Greater Than 35% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,109,1.0,0.0,False
var201769,Ratio of No. of Days Where Balance Is Greater Than 40% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,109,1.0,0.0,False
var201770,Ratio of No. of Days Where Balance Is Greater Than 45% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,109,1.0,0.0,False
var201771,Ratio of No. of Days Where Balance Is Greater Than 50% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201772,Ratio of No. of Days Where Balance Is Greater Than 60% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201773,Ratio of No. of Days Where Balance Is Greater Than 70% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201774,Ratio of No. of Days Where Balance Is Greater Than 75% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201775,Ratio of No. of Days Where Balance Is Greater Than 80% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201776,Ratio of No. of Days Where Balance Is Greater Than 85% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,109,1.0,0.0,False
var201777,Ratio of No. of Days Where Balance Is Greater Than 90% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,110,1.0,0.0,False
var201778,Ratio of No. of Days Where Balance Is Greater Than Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,108,1.0,0.0,False
var201779,Ratio of No. of Days Where Balance Is Greater Than 95% of Maximum Credit / Data Vintage [Lifetime],0.0,excluded,,False,,0.038733321184879224,109,1.0,0.0,False
var201780,Ratio of No. of Days with Credit Transactions/ Bank Data Vintage [Lifetime],0.0,excluded,,False,,0.0360201664338213,116,1.0,0.0,False
var201781,Ratio of No. of Days with Debit Transactions/ Bank Data Vintage [Lifetime],0.0,excluded,,False,,0.0360201664338213,120,1.0,0.0,False
var201782,Amount of Top 3 Debit Transactions Sum,0.0,none,,False,,0.016380165623924355,24431,1.0,0.0,False
var201783,Amount of Top 6 Debit Transactions Sum,0.0,none,,False,,0.016380165623924355,33500,1.0,0.0,False
var201784,Ratio of Top 3 Debit Amount Sum / Maximum Credit Amount [Lifetime],0.0,none,,False,,0.06525744598999778,2198,1.0,0.0,False
var201785,Ratio of Top 6 Debit Amount Sum / Maximum Credit Amount [Lifetime],0.0,none,,False,,0.06525744598999778,2621,1.0,0.0,False
var201786,Avg. Amount of Closing balance [Lifetime],0.0,none,,False,,0.10032598351859726,43875,1.0,0.0,False
var201787,Avg. Amount of Closing balance [Last 12 Months],0.0,none,,False,,0.14614590293385166,41617,1.0,0.0,False
var201788,Avg. Amount of Closing balance [Last 6 Months],0.0,none,,False,,0.27378566077466643,35295,1.0,0.0,False
var201789,Avg. Amount of Closing balance [Last 3 Months],0.0,none,,False,,0.4512138330397457,26541,1.0,0.0,False
var201790,Avg. Amount of Closing balance [Last 1 Month],0.0,none,,False,,0.7088825446961874,13936,0.7,0.0,False
var202001,No. of Credit Cards [Lifetime],0.0,none,,False,,0.35068537528599486,48,1.0,0.0,False
var202002,No. of Unique Banks Who Has Issued Credit Card To The User [Lifetime],0.0,none,,False,,0.35068537528599486,17,1.0,0.0,False
var202004,No. of Credit Cards Applied [Last 1 Month],0.0,none,,False,,0.35068537528599486,4,1.0,0.0,False
var202005,No. of Credit Card Transactions [Lifetime],0.0,none,,False,,0.5729818380611067,1017,0.7,0.0,False
var202006,No. of Credit Card Transactions [Last 12 Months],0.0,none,,False,,0.5729818380611067,800,0.7,0.0,False
var202007,No. of Credit Card Transactions [Last 6 Months],0.0,none,,False,,0.5729818380611067,456,0.7,0.0,False
var202008,No. of Credit Card Transactions [Last 3 Months],0.0,none,,False,,0.5729818380611067,218,0.7,0.0,False
var202009,No. of Credit Card Transactions [Last 1 Month],0.0,none,,False,,0.5729818380611067,74,0.7,0.0,False
var202010,No. of Avg. Monthly Credit Card Transactions [Lifetime],0.0,none,,False,,0.5731843122962603,2564,0.7,0.0,False
var202011,No. of Avg. Monthly Credit Card Transactions [Last 12 Months],0.0,none,,False,,0.5731843122962603,1328,0.7,0.0,False
var202012,No. of Avg. Monthly Credit Card Transactions [Last 6 Months],0.0,none,,False,,0.5731843122962603,526,0.7,0.0,False
var202013,No. of Avg. Monthly Credit Card Transactions [Last 3 Months],0.0,none,,False,,0.5731843122962603,236,0.7,0.0,False
var202014,No. of Avg. Monthly Credit Card Transactions [Last 1 Month],0.0,none,,False,,0.5731843122962603,74,0.7,0.0,False
var202017,Amount of Credit Card Transactions [Lifetime],0.0,none,,False,,0.5729818380611067,19213,0.7,0.0,False
var202018,Amount of Credit Card Transactions [Last 12 Months],0.0,none,,False,,0.5729818380611067,16969,0.7,0.0,False
var202019,Amount of Credit Card Transactions [Last 6 Months],0.0,none,,False,,0.5729818380611067,12512,0.7,0.0,False
var202020,Amount of Credit Card Transactions [Last 3 Months],0.0,none,,False,,0.5729818380611067,8010,0.7,0.0,False
var202021,Amount of Credit Card Transactions [Last 1 Month],0.0,none,,False,,0.5729818380611067,990,0.7,0.0,False
var202022,Amount of Credit Card Transactions [Last 7 Days],0.0,none,,False,,0.5729818380611067,564,0.7,0.0,False
var202023,Avg. Monthly Amount of Credit Card Transactions [Lifetime],0.0,none,,False,,0.5731843122962603,19458,0.7,0.0,False
var202024,Avg. Monthly Amount of Credit Card Transactions [Last 12 Months],0.0,none,,False,,0.5731843122962603,17124,0.7,0.0,False
var202025,Avg. Monthly Amount of Credit Card Transactions [Last 6 Months],0.0,none,,False,,0.5731843122962603,12578,0.7,0.0,False
var202026,Avg. Monthly Amount of Credit Card Transactions [Last 3 Months],0.0,none,,False,,0.5731843122962603,8039,0.7,0.0,False
var202027,Avg. Monthly Amount of Credit Card Transactions [Last 1 Month],0.0,none,,False,,0.5731843122962603,989,0.7,0.0,False
var202031,Avg. Credit Card Amount per Transaction [Lifetime],0.0,none,,False,,0.5983113648788192,19123,0.7,0.0,False
var202032,Avg. Credit Card Amount per Transaction [Last 12 Months],0.0,none,,False,,0.6431999028123672,16891,0.7,0.0,False
var202033,Avg. Credit Card Amount per Transaction [Last 6 Months],0.0,none,,False,,0.7338678653141387,12516,0.7,0.0,False
var202034,Avg. Credit Card Amount per Transaction [Last 3 Months],0.0,none,,False,,0.8274109619550912,8029,0.3,0.0,False
var202035,Avg. Credit Card Amount per Transaction [Last 3 Months],0.0,none,,False,,0.9777885764036527,988,0.3,0.0,False
var202039,Amount of Allocated Credit Limit On Card,0.0,none,,False,,0.8864322015023588,3718,0.3,0.0,False
var202040,Avg. Monthly Amount of Credit Limit Utilization [Lifetime],0.0,none,,False,,0.9146571098827674,101,0.3,0.0,False
var202041,Avg. Monthly Amount of Credit Limit Utilization [Last 12 Months],0.0,none,,False,,0.9813926177893862,100,0.3,0.0,False
var202042,Avg. Monthly Amount of Credit Limit Utilization [Last 6 Months],0.0,none,,False,,0.987203628338294,95,0.3,0.0,False
var202043,Avg. Monthly Amount of Credit Limit Utilization [Last 3 Months],0.0,none,,False,,0.9923059790641641,89,0.3,0.0,False
var202044,Avg. Monthly Amount of Credit Limit Utilization [Last 1 Month],0.0,none,,False,,0.9993318350239931,26,0.3,0.0,False
var202047,Ratio of Avg. Monthly Debit Amount/Avg. Monthly Credit Amount [Lifetime],0.0,none,,False,,0.6237623762376238,1605,0.7,0.0,False
var202048,Ratio of Avg. Monthly Debit Amount/Avg. Monthly Credit Amount [Last 12 Months],0.0,none,,False,,0.6504079855838345,1354,0.7,0.0,False
var202049,Ratio of Avg. Monthly Debit Amount/Avg. Monthly Credit Amount [Last 6 Months],0.0,none,,False,,0.7293729372937293,1244,0.7,0.0,False
var202050,Ratio of Avg. Monthly Debit Amount/Avg. Monthly Credit Amount [Last 3 Months],0.0,none,,False,,0.8321083642106542,1160,0.3,0.0,False
var202051,Ratio of Avg. Monthly Debit Amount/Avg. Monthly Credit Amount [Last 1 Month],0.0,none,,False,,0.9806637105428334,257,0.3,0.0,False
var202052,Percentage of Times Where User Paid More Than Total Amount Due [Last 12 Months],0.0,excluded,,False,,0.6423090161776914,1147,0.7,0.0,False
var202053,Percentage of Times Where User Paid Equal to Total Amount Due [Last 12 Months],0.0,excluded,,False,,0.6423090161776914,867,0.7,0.0,False
var202054,Percentage of Times Where User Paid Greater Than Or Equal to Minimum Amount Due But Less Than Total Amount Due [Last 12 Months],0.0,excluded,,False,,0.6921379254489867,650,0.7,0.0,False
var202055,Percentage of Times Where User Paid Less Than Minimum Amount Due [Last 12 Months],0.0,excluded,,False,,0.6921379254489867,340,0.7,0.0,False
var202056,Percentage of Times Where User Made No Payments Towards Amount Due [Last 12 Months],0.0,excluded,,False,,0.6423090161776914,1168,0.7,0.0,False
var202072,Amount of Remaining Minimum Credit Card Dues,0.0,none,,False,,0.6423090161776914,325,0.7,0.0,False
var202073,Amount of Remaining Total Credit Card Dues,0.0,none,,False,,0.6423090161776914,350,0.7,0.0,False
var202081,No. of Credit Card Applied [Last 14 Days],0.0,none,,False,,0.35068537528599486,4,1.0,0.0,False
var202082,No. of Credit Card Applied [Last 7 Days],0.0,none,,False,,0.35068537528599486,4,1.0,0.0,False
var202083,No. of Credit Card Applied [Last 3 Days],0.0,none,,True,0.0005924724812123858,0.35068537528599486,2,1.0,0.0,False
var202084,No. of Credit Card Applied [Last 1 Day],0.0,none,,True,0.0002806448595216564,0.35068537528599486,2,1.0,0.0,False
var202085,Flag - Gambling Transactions Using Credit Card [Lifetime],0.0,none,,True,0.03732576631638031,0.35068537528599486,2,1.0,0.0,False
var202086,Amount of Debit Gambling Transactions [Lifetime],0.0,none,,False,,0.35068537528599486,707,1.0,0.0,False
var202087,Flag - Revolver [Lifetime],0.0,none,,True,0.047085970875300136,0.35068537528599486,2,1.0,0.0,False
var202088,Flag - Revolver [Last 12 Months],0.0,none,,True,0.047085970875300136,0.35068537528599486,2,1.0,0.0,False
var202096,Primary Credit Card Number (Highest Transactions) [Last 3 Months],0.0,none,,False,,0.8268237866731458,5220,0.3,0.0,False
var202097,Secondary Credit Card Number (Second Highest Transactions) [Last 3 Months],0.0,none,,False,,0.9020024701856689,3468,0.3,0.0,False
var202098,Tertiary Credit Card Number (Third Highest Transactions) [Last 3 Months],0.0,none,,False,,0.9431857296159064,2228,0.3,0.0,False
var202099,No. of Transactions Done Using Primary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,61,1.0,0.0,False
var202100,No. of Transactions Done Using Primary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,98,1.0,0.0,False
var202101,No. of Transactions Done Using Primary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,139,1.0,0.0,False
var202102,Amount Spent Using the Primary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,898,1.0,0.0,False
var202103,Amount Spent Using the Primary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,5423,1.0,0.0,False
var202104,Amount Spent Using the Primary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,7044,1.0,0.0,False
var202105,No. of Transactions Done Using Secondary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,26,1.0,0.0,False
var202106,No. of Transactions Done Using Secondary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,38,1.0,0.0,False
var202107,No. of Transactions Done Using Secondary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,50,1.0,0.0,False
var202108,Amount Spent Using the Secondary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,340,1.0,0.0,False
var202109,Amount Spent Using the Secondary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,2617,1.0,0.0,False
var202110,Amount Spent Using the Secondary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,3848,1.0,0.0,False
var202111,No. of Transactions Done Using Tertiary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,12,1.0,0.0,False
var202112,No. of Transactions Done Using Tertiary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,20,1.0,0.0,False
var202113,No. of Transactions Done Using Tertiary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,31,1.0,0.0,False
var202114,Amount Spent Using the Tertiary Credit Card [Last 1 Month],0.0,none,,False,,0.35068537528599486,340,1.0,0.0,False
var202115,Amount Spent Using the Tertiary Credit Card [Between 30-60 Days],0.0,none,,False,,0.35068537528599486,2617,1.0,0.0,False
var202116,Amount Spent Using the Tertiary Credit Card [Between 60-90 Days],0.0,none,,False,,0.35068537528599486,3848,1.0,0.0,False
var203001,Amount Invested In EPF [Lifetime],0.0,none,,False,,0.12654639697098544,9822,1.0,0.0,False
var203002,Amount Invested In EPF [Last 12 Months],0.0,none,,False,,0.7934155378728057,6858,0.7,0.0,False
var203003,Amount Invested In EPF [Last 6 Months],0.0,none,,False,,0.8373929417481626,4942,0.3,0.0,False
var203004,Amount Invested In EPF [Last 3 Months],0.0,none,,False,,0.9006661402336553,2794,0.3,0.0,False
var203005,Amount Invested In EPF [Last 1 Month],0.0,none,,False,,0.9629067201198648,1036,0.3,0.0,False
var203006,No. of EPF Accounts [Lifetime],0.0,none,,False,,0.12654639697098544,9,1.0,0.0,False
var203007,Flag - EPF Account [Lifetime],0.0,none,,True,0.2881383434942859,0.12654639697098544,2,1.0,0.0,False
var203008,Flag - Tier-I NPS Account [Lifetime],0.0,none,,True,0.08467975613713809,0.12654639697098544,2,1.0,0.0,False
var203009,Flag - Tier-II NPS Account [Lifetime],0.0,none,,True,0.0056561348200004635,0.12654639697098544,2,1.0,0.0,False
var203010,Amount Invested In NPS [Lifetime],0.0,none,,False,,0.12654639697098544,3086,1.0,0.0,False
var203011,No. of Days Since Last NPS Investment [Lifetime],0.0,none,,False,,0.9357346777622547,336,0.3,0.0,False
var203012,No. of NPS Accounts [Lifetime],0.0,none,,False,,0.12654639697098544,9,1.0,0.0,False
var203013,Avg. Amount Invested In NPS [Lifetime],0.0,none,,False,,0.9457166575553261,2159,0.3,0.0,False
var203014,Amount Invested In MutualFund (SIP) [Lifetime],0.0,excluded,,False,,0.12654639697098544,3274,1.0,0.0,False
var203015,Amount Invested In MutualFund (SIP) [Last 12 Months],0.0,excluded,,False,,0.12654639697098544,2816,1.0,0.0,False
var203016,Amount Invested In MutualFund (SIP) [Last 6 Months],0.0,excluded,,False,,0.12654639697098544,1576,1.0,0.0,False
var203017,Amount Invested In MutualFund (SIP) [Last 3 Months],0.0,excluded,,False,,0.12654639697098544,760,1.0,0.0,False
var203018,Amount Invested In MutualFund (SIP) [Last 1 Month],0.0,excluded,,False,,0.12654639697098544,62,1.0,0.0,False
var203019,No. of Transactions In MutualFund (SIP) [Lifetime],0.0,excluded,,False,,0.12654639697098544,176,1.0,0.0,False
var203020,No. of Transactions In MutualFund (SIP) [Last 12 Months],0.0,excluded,,False,,0.12654639697098544,145,1.0,0.0,False
var203021,No. of Transactions In MutualFund (SIP) [Last 6 Months],0.0,excluded,,False,,0.12654639697098544,81,1.0,0.0,False
var203022,No. of Transactions In MutualFund (SIP) [Last 3 Months],0.0,excluded,,False,,0.12654639697098544,40,1.0,0.0,False
var203023,No. of Transactions In MutualFund (SIP) [Last 1 Month],0.0,excluded,,False,,0.12654639697098544,9,1.0,0.0,False
var203024,No. of Negative Events In MutualFund (SIP) [Lifetime],0.0,excluded,,False,,0.12654639697098544,22,1.0,0.0,False
var203025,No. of Negative Events In MutualFund (SIP) [Last 12 Months],0.0,excluded,,False,,0.12654639697098544,21,1.0,0.0,False
var203026,No. of Negative Events In MutualFund (SIP) [Last 6 Months],0.0,excluded,,False,,0.12654639697098544,11,1.0,0.0,False
var203027,No. of Negative Events In MutualFund (SIP) [Last 3 Months],0.0,excluded,,False,,0.12654639697098544,6,1.0,0.0,False
var203028,No. of Negative Events In MutualFund (SIP) [Last 1 Month],0.0,excluded,,False,,0.12654639697098544,4,1.0,0.0,False
var203029,No. of Days Since Last  MutualFund (SIP) Negative Event [Lifetime],0.0,excluded,,False,,0.12654639697098544,412,1.0,0.0,False
var203030,No. of MutualFund (SIP) Accounts [Lifetime],0.0,excluded,,False,,0.12654639697098544,52,1.0,0.0,False
var203031,Avg. Monthly Amount Invested In MutualFund (SIP) [Lifetime],0.0,excluded,,False,,0.13146652088521735,3353,1.0,0.0,False
var203032,Avg. Monthly Amount Invested In MutualFund (SIP) [Last 12 Months],0.0,excluded,,False,,0.13146652088521735,2267,1.0,0.0,False
var203033,Avg. Monthly Amount Invested In MutualFund (SIP) [Last 6 Months],0.0,excluded,,False,,0.13146652088521735,1258,1.0,0.0,False
var203034,Avg. Monthly Amount Invested In MutualFund (SIP) [Last 3 Months],0.0,excluded,,False,,0.13146652088521735,652,1.0,0.0,False
var203035,Avg. Monthly Amount Invested In MutualFund (SIP) [Last 1 Month],0.0,excluded,,False,,0.13146652088521735,62,1.0,0.0,False
var203036,Avg. Amount Invested In MutualFund (SIP) per Transaction [Lifetime],0.0,excluded,,False,,0.8327157869161149,2921,0.3,0.0,False
var203037,Avg. Amount Invested In MutualFund (SIP) per Transaction [Last 12 Months],0.0,excluded,,False,,0.8458968596246128,2580,0.3,0.0,False
var203038,Avg. Amount Invested In MutualFund (SIP) per Transaction [Last 6 Months],0.0,excluded,,False,,0.8861689849966592,1460,0.3,0.0,False
var203039,Avg. Amount Invested In MutualFund (SIP) per Transaction [Last 3 Months],0.0,excluded,,False,,0.9291137702727328,728,0.3,0.0,False
var203040,Avg. Amount Invested In MutualFund (SIP) per Transaction [Last 1 Month],0.0,excluded,,False,,0.9958087833323209,57,0.3,0.0,False
var203046,Amount Invested In MutualFund (Lumpsum) [Lifetime],0.0,none,,False,,0.12654639697098544,2630,1.0,0.0,False
var203047,Amount Invested In MutualFund (Lumpsum) [Last 12 Months],0.0,none,,False,,0.8919597481220515,2210,0.3,0.0,False
var203048,Amount Invested In MutualFund (Lumpsum) [Last 6 Months],0.0,none,,False,,0.9302071311425621,1130,0.3,0.0,False
var203049,Amount Invested In MutualFund (Lumpsum) [Last 3 Months],0.0,none,,False,,0.9635141428253254,497,0.3,0.0,False
var203050,Amount Invested In MutualFund (Lumpsum) [Last 1 Month],0.0,none,,False,,0.998076494766041,30,0.3,0.0,False
var203051,No. of Transactions In MutualFund (Lumpsum) [Lifetime],0.0,none,,False,,0.12654639697098544,119,1.0,0.0,False
var203052,No. of Transactions In MutualFund (Lumpsum) [Last 12 Months],0.0,none,,False,,0.12654639697098544,104,1.0,0.0,False
var203053,No. of Transactions In MutualFund (Lumpsum) [Last 6 Months],0.0,none,,False,,0.12654639697098544,70,1.0,0.0,False
var203054,No. of Transactions In MutualFund (Lumpsum) [Last 3 Months],0.0,none,,False,,0.12654639697098544,37,1.0,0.0,False
var203055,No. of Transactions In MutualFund (Lumpsum) [Last 1 Month],0.0,none,,False,,0.12654639697098544,8,1.0,0.0,False
var203056,Avg. Monthly Amount Invested In MutualFund (Lumpsum) [Lifetime],0.0,none,,False,,0.13146652088521735,2876,1.0,0.0,False
var203057,Avg. Monthly Amount Invested In MutualFund (Lumpsum) [Last 12 Months],0.0,none,,False,,0.13146652088521735,2100,1.0,0.0,False
var203058,Avg. Monthly Amount Invested In MutualFund (Lumpsum) [Last 6 Months],0.0,none,,False,,0.13146652088521735,1028,1.0,0.0,False
var203059,Avg. Monthly Amount Invested In MutualFund (Lumpsum) [Last 3 Months],0.0,none,,False,,0.13146652088521735,474,1.0,0.0,False
var203060,Avg. Monthly Amount Invested In MutualFund (Lumpsum) [Last 1 Month],0.0,none,,False,,0.13146652088521735,31,1.0,0.0,False
var203061,Avg. Amount Invested In MutualFund (Lumpsum) per Transaction [Lifetime],0.0,none,,False,,0.878292737249185,2603,0.3,0.0,False
var203062,Avg. Amount Invested In MutualFund (Lumpsum) per Transaction [Last 12 Months],0.0,none,,False,,0.8919597481220515,2217,0.3,0.0,False
var203063,Avg. Amount Invested In MutualFund (Lumpsum) per Transaction [Last 6 Months],0.0,none,,False,,0.9302071311425621,1129,0.3,0.0,False
var203064,Avg. Amount Invested In MutualFund (Lumpsum) per Transaction [Last 3 Months],0.0,none,,False,,0.9635141428253254,484,0.3,0.0,False
var203065,Avg. Amount Invested In MutualFund (Lumpsum) per Transaction [Last 1 Month],0.0,none,,False,,0.998076494766041,28,0.3,0.0,False
var203067,No. of MutualFund (Lumpsum) Accounts [Lifetime],0.0,none,,False,,0.12654639697098544,51,1.0,0.0,False
var203068,Amount of Redemptions Done In MutualFund (Lumpsum) [Lifetime],0.0,none,,False,,0.12654639697098544,3477,1.0,0.0,False
var203069,Amount of Redemptions Done In MutualFund (Lumpsum) [Last 12 Months],0.0,none,,False,,0.12654639697098544,2941,1.0,0.0,False
var203070,Amount of Redemptions Done In MutualFund (Lumpsum) [Last 6 Months],0.0,none,,False,,0.12654639697098544,1533,1.0,0.0,False
var203071,Amount of Redemptions Done In MutualFund (Lumpsum) [Last 3 Months],0.0,none,,False,,0.12654639697098544,587,1.0,0.0,False
var203072,Amount of Redemptions Done In MutualFund (Lumpsum) [Last 1 Month],0.0,none,,False,,0.12654639697098544,86,1.0,0.0,False
var203073,No. of Redemptions Done In MutualFund (Lumpsum) [Lifetime],0.0,none,,False,,0.12654639697098544,56,1.0,0.0,False
var203074,No. of Redemptions Done In MutualFund (Lumpsum) [Last 12 Months],0.0,none,,False,,0.12654639697098544,45,1.0,0.0,False
var203075,No. of Redemptions Done In MutualFund (Lumpsum) [Last 6 Months],0.0,none,,False,,0.12654639697098544,32,1.0,0.0,False
var203076,No. of Redemptions Done In MutualFund (Lumpsum) [Last 3 Months],0.0,none,,False,,0.12654639697098544,20,1.0,0.0,False
